caffeine,theanine,tannins,catechins,color,label
4.334688137811414,10.038075050778122,17.00247172765442,75.10634477564258,6.040336405554691,Да Хун Пао
3.7294548060156694,11.85480689572776,15.482563533970044,83.98292973674708,7.544449478118673,Да Хун Пао
3.5441186546623182,10.153312398365257,16.227319413482597,61.81447560410412,4.412507176268699,Да Хун Пао
3.497507334117721,8.127018496328898,13.896864321047573,47.072243802166874,6.014885875207596,Да Хун Пао
4.168919552422865,4.01975600329625,21.019641415552236,25.840697129169968,10.0,Шу пуэр
3.2679756383570955,6.569241447500306,15.254219200298332,108.15704712997464,5.313062378334154,Да Хун Пао
4.2059220732626175,6.6200472610425924,13.914633807545046,89.37817895869199,6.04630996479414,Да Хун Пао
4.041464169758713,10.600429171548614,14.237328339447991,104.17865716201236,7.075722967494192,Да Хун Пао
4.318443381343827,11.053700816827948,22.90938503082249,133.5183235932048,3.7767102779460155,Шэн пуэр
3.0940541542350584,12.791345890830588,9.620152317955485,138.67421067969667,3.061704634050368,Тегуань инь
4.108539641101978,12.914316071212747,19.075759988979197,128.98889797784707,3.6133163575117173,Шэн пуэр
2.8718242060990398,9.170327539824166,12.672372200024341,120.46375917049049,4.319013197741397,Тегуань инь
3.7012371804922974,9.920724663454545,16.53154985033311,79.64865561198776,5.736409849841756,Да Хун Пао
4.710237827528495,8.85353253179154,20.773652657598408,134.65082785161042,1.2611885630566664,Шэн пуэр
4.220430289031316,9.69036737272149,16.204672238109644,137.0749343351837,4.699673275352863,Шэн пуэр
4.2963138027494505,7.880058119633459,16.466807460538316,136.45625551064467,3.55432044394679,Шэн пуэр
3.858085571556913,6.999648411315436,21.618389463706347,59.62369910319865,10.0,Шу пуэр
4.570734867898243,10.871631079173318,17.615970101535574,122.33315348448693,3.7216335596989016,Шэн пуэр
4.427815562649223,11.46162603954536,21.238174169702052,137.4598623946795,6.857473075464706,Шэн пуэр
3.8571240689881234,3.143223058563165,19.478343083190833,37.059935532324765,8.729603057904558,Шу пуэр
3.9499364312887395,7.841589975088834,16.847118944530067,82.273111936479,6.568444305594613,Да Хун Пао
2.616618727704114,10.401359063279425,11.671615792628675,117.50763237075401,2.91514946833799,Тегуань инь
3.7487363213198157,6.08380345199015,18.87638691294882,40.663255043502744,8.761563649019697,Шу пуэр
3.688574679175379,8.165159205567418,11.283473210282422,48.350740296800424,4.676411698598611,Да Хун Пао
3.2747707627068037,12.565034780623597,9.972706416409407,144.25311597747913,3.8867590544047386,Тегуань инь
2.803756067979661,11.693266353904432,10.316238169810218,129.47972225642093,2.2074741695420856,Тегуань инь
3.3897684893358195,13.523851174518127,8.844922225288698,112.65374725648186,3.6140991771126236,Тегуань инь
3.86280847127117,11.367825836976117,22.387532481524985,128.28286261575832,4.389959944197748,Шэн пуэр
3.7433057308175823,11.676925273377389,17.628786015283474,146.40260720032137,4.025770193694991,Шэн пуэр
3.6089954904085273,8.049098170163775,19.03865484733478,138.5916226022245,4.354478954995456,Шэн пуэр
3.598053041116407,6.577529363384293,20.06539045050654,53.062341555499586,8.82363404951067,Шу пуэр
3.8741587398021986,9.45702140899374,11.049014750572173,94.44010706084437,3.003796251621459,Тегуань инь
3.5950724595244474,7.78047921775482,14.371026613169487,56.95591528933633,5.372422758788971,Да Хун Пао
3.145556279621354,7.60714046938132,24.42830523158382,57.48508134825728,10.0,Шу пуэр
3.0455735672619384,7.03932463953465,21.7438687330389,48.327185229172464,7.89933873576564,Шу пуэр
2.9984634399839787,14.006266400239278,8.169687768308147,125.74328604577575,4.484918786733851,Тегуань инь
3.7280686961319223,11.558928560547976,12.553528628118322,81.50254456990211,6.427481042120839,Да Хун Пао
3.9380655918305187,9.887882028910377,13.058356684448928,80.84308479633728,6.309002356085701,Да Хун Пао
4.398757838934384,13.618132473726266,18.0688264408228,154.87841509550893,4.070589575417338,Шэн пуэр
3.290483506377444,15.118160889737899,8.222405373538162,123.25846792215788,3.444726818195233,Тегуань инь
3.462857211701102,2.0144627321225945,18.247780151544085,7.659879909109314,9.16947387119326,Шу пуэр
2.6031901162936792,10.93601383465601,8.958823174289178,167.68280519051302,4.579185502981632,Тегуань инь
3.2974658143569617,4.530164806579965,20.547607690647038,44.0929377703866,10.0,Шу пуэр
3.999498489493589,9.759178546008785,17.64330024231771,143.70653847245632,3.553634844971565,Шэн пуэр
3.2103946415573708,6.711916391452514,19.113975693517066,23.15564426339305,8.693880951540047,Шу пуэр
3.986021092740815,5.693300837959,20.42133375544924,0.9716752742246655,10.0,Шу пуэр
4.20375412782646,9.072367407479865,16.992223727977294,144.13208916451674,2.5848332265174863,Шэн пуэр
4.2233950957630135,11.575654233883835,12.955523040914986,86.30484244664194,8.417805536116447,Да Хун Пао
3.83625219542095,7.571501880166938,18.3967623184631,48.23474311115366,8.870263796811496,Шу пуэр
4.15858587741554,7.910752380527807,18.05815717871028,162.5240280894679,2.9820112762323188,Шэн пуэр
4.4818975477938165,6.226677906724653,15.718092116355471,55.90614772556927,6.725707983318722,Да Хун Пао
4.288914906035027,9.240956783962659,16.351235583846222,124.49993756016455,2.9010754344094574,Шэн пуэр
3.5292240238873345,6.986631083355953,18.444788144503466,66.65774260386587,8.215220752844008,Шу пуэр
4.17989136715081,6.004158492005638,11.482387080631327,69.8922246772916,6.557575842824816,Да Хун Пао
2.9536411553793593,15.76770295607507,9.617312026609879,140.25937681428985,3.616134668002238,Тегуань инь
3.6424942802611384,12.8642581261049,9.276459045111658,119.23204332275105,4.187634392721121,Тегуань инь
4.079113357286867,11.752764262141131,13.693538079483572,75.75255006670241,5.298655850236158,Да Хун Пао
3.2638193924588483,11.571287260845603,6.878083294011114,138.74497900565666,1.7651869130885214,Тегуань инь
3.0727490373813664,11.267259174569414,12.256037714698605,118.40727104066136,4.290563762321174,Тегуань инь
4.487641996803289,10.604730819334232,17.568285112437533,138.4612108068713,3.5289997387507497,Шэн пуэр
3.0273142018488155,2.794671406385753,19.345389139489953,49.906638498226556,10.0,Шу пуэр
2.8588882037121612,11.889616177508074,9.825811657894981,139.30996667407598,1.6226843444796326,Тегуань инь
3.7038378864987354,7.585566715111009,12.22039202130318,72.57877354211432,5.845966683424133,Да Хун Пао
2.8997629677897563,11.953446873683058,11.294969381418948,126.120542653219,3.297511071185555,Тегуань инь
4.153686373577495,7.520594811222528,13.858568816551076,74.82264699135654,6.070135518366127,Да Хун Пао
3.7810040420867117,9.044007699455616,14.172507672450012,80.95966567053281,4.061247372996474,Да Хун Пао
3.6957851499204404,8.997984500403797,15.109593043450626,81.94114305343804,5.570527354105499,Да Хун Пао
4.325211240909549,13.028497657782138,19.89661941151276,97.81479509740967,3.1005597604309125,Шэн пуэр
2.6172941029986236,13.40823061635179,7.103745481169905,112.78138314201881,2.8031143012960906,Тегуань инь
4.036244811315657,8.070664325649284,13.015505822469228,88.30930258992986,6.4045451930861566,Да Хун Пао
2.8982900772298312,12.486617830707107,10.896198727872408,126.37448846154224,2.205400544874945,Тегуань инь
3.1784896019414766,3.6387543016010193,21.93034098545733,54.13890431349688,8.23800847617301,Шу пуэр
3.5500212225388257,8.69782667503264,16.476320602979698,74.77745313744988,5.95040969211806,Да Хун Пао
3.9942722309185057,11.929322411036434,12.29461377073036,65.67032736770287,5.242388275457753,Да Хун Пао
3.381628144439182,6.4265196996946425,20.547684796616913,68.74667315103116,10.0,Шу пуэр
3.747259885938759,8.729463564105604,22.03103043296586,44.41889263837569,7.419660682154465,Шу пуэр
4.18597703938617,10.83820012059444,14.836998149100769,69.3042937746303,6.853232662869076,Да Хун Пао
3.19517783634741,11.81372111748127,8.426868449791662,117.73422183589607,3.677401368692302,Тегуань инь
3.9872552817408597,9.135719177662912,15.93881958149641,55.57936679073183,5.452995279155005,Да Хун Пао
